date,site,acc,col,rand,row,weight,t0,t1,t2,t3,t4,t5,survival,protocol,run_count,run_ID
8/24/2019,WH,24,22,0.439175142,C,0.0021,24,24.6,24.3,25.8,28.3,31.9,1,1,12,9
8/24/2019,WH,24,23,0.410014749,B,0.0024,24,24.8,24.8,26.6,29.5,33,1,1,12,9
8/24/2019,WH,24,24,0.614102329,A,0.0006,24,24.9,25.3,27.5,30.9,34.3,1,1,12,9
8/24/2019,WH,24,25,0.475417313,B,0.0015,24,25,25.9,28.5,31.9,35.2,1,1,12,9
8/24/2019,WH,24,26,0.509673498,C,0.0028,24,25.1,26.4,29,33.2,36.8,1,1,12,9
8/24/2019,WH,24,27,0.171086988,B,0.0015,24,25.3,26.9,30.2,34.5,38.4,1,1,12,9
8/24/2019,WH,24,28,0.977691086,B,0.0018,24,25.3,27.5,31.2,35.8,39.4,0,1,12,9
8/24/2019,WH,24,29,0.37114045,B,0.002,24,25.5,28.1,31.9,36.8,41.3,0,1,12,9
8/24/2019,WH,24,30,0.453672969,A,0.0015,24,25.6,28.5,33.1,38.5,42.5,0,1,12,9
8/24/2019,WH,24,31,0.537334137,A,0.0025,24,25.7,29.1,34.3,40.1,44.3,0,1,12,9
8/24/2019,WH,24,32,0.736810153,C,0.0011,24,25.8,29.9,35.7,41.7,45.6,0,1,12,9
8/24/2019,WH,24,33,0.220936864,A,,24,26,30.6,36.8,43.5,47.3,,1,12,9
8/24/2019,WH,24,34,0.875924967,C,,24,26.1,31.4,37.8,44.9,49.3,,1,12,9
8/24/2019,WH,24,35,0.825880354,C,,24,26.3,32.1,39.1,46.8,51,,1,12,9
8/24/2019,WH,24,36,0.465608329,B,,24,26.3,32.8,40.8,48.6,52.9,,1,12,9
8/24/2019,WH,24,37,0.968354543,C,,24,26.6,33.6,41.7,50.5,54.6,,1,12,9
8/24/2019,WH,24,38,0.301921378,B,,24,26.7,34.6,42.9,52.2,56.4,,1,12,9
8/26/2019,FB,24,9,0.141734291,A,0.001,24,19.2,14.3,13.7,13.9,15.4,1,1,30,10
8/26/2019,FB,24,10,0.835241551,C,0.0024,24,19.8,15,14,15.2,16.8,1,1,30,10
8/26/2019,FB,24,11,0.46179774,C,0.0011,24,20.4,15.8,14.8,16.1,17.8,1,1,30,10
8/26/2019,FB,24,12,0.140162543,A,0.0014,24,20.6,16.4,15.7,17,18.8,1,1,30,10
8/26/2019,FB,24,13,0.390417968,C,0.0014,24,20.9,17,16.5,18,20,1,1,30,10
8/26/2019,FB,24,14,0.416294596,B,0.0009,24,21.3,17.8,17.3,18.8,20.9,1,1,30,10
8/26/2019,FB,24,15,0.735443511,C,0.0013,24,21.6,18.3,18.2,19.7,22,1,1,30,10
8/26/2019,FB,24,16,0.267586599,B,0.0007,24,21.9,18.9,19,20.8,23.2,1,1,30,10
8/26/2019,FB,24,17,0.298240718,A,0.0023,24,22.1,19.4,19.9,21.7,24.4,1,1,30,10
8/26/2019,FB,24,18,0.158576277,A,0.0021,24,22.3,20,20.6,22.7,25.5,1,1,30,10
8/26/2019,FB,24,19,0.034120424,A,0.0014,24,22.5,20.5,21.3,23.7,26.5,1,1,30,10
8/26/2019,FB,24,20,0.169801411,A,0.0005,24,22.6,21.1,22.2,24.8,28,1,1,30,10
8/26/2019,FB,24,21,0.485918727,B,0.0011,24,22.8,21.5,23.1,25.9,28.9,1,1,30,10
8/26/2019,FB,24,22,0.296832019,A,0.0013,24,22.9,22.2,24,26.9,30.2,1,1,30,10
8/26/2019,FB,24,23,0.442652755,A,0.0017,24,23,22.7,24.9,28,31.6,1,1,30,10
8/26/2019,FB,24,24,0.880015712,C,0.0023,24,23.2,23.3,25.7,29,32.8,1,1,30,10
8/26/2019,FB,24,25,0.726714998,C,0.0006,24,23.3,23.8,26.4,30.5,34.2,1,1,30,10
8/26/2019,FB,24,26,0.728553284,A,0.0018,24,23.5,24.4,27.4,31.8,35.5,1,1,30,10
8/26/2019,FB,24,27,0.394357632,A,0.0017,24,23.6,25.2,28.6,33.1,36.8,1,1,30,10
8/26/2019,FB,24,28,0.919166012,C,0.002,24,23.8,25.9,29.9,34.4,38.3,1,1,30,10
8/26/2019,FB,24,29,0.68143474,B,0.0011,24,24.1,26.5,30.7,35.5,39.9,0,1,30,10
8/26/2019,FB,24,30,0.330612727,B,0.0011,24,24.2,27.1,31.5,37.3,41.6,0,1,30,10
8/26/2019,FB,24,31,0.269275038,B,0.0017,24,24.5,27.8,32.9,38.8,42.5,0,1,30,10
8/26/2019,FB,24,32,0.966606876,C,0.0012,24,24.6,28.4,34.3,40.5,44.8,0,1,30,10
8/26/2019,FB,24,33,0.658444336,C,0.0015,24,24.8,29.2,35.7,42.3,46.2,0,1,30,10
8/26/2019,FB,24,34,0.00240843,A,0.002,24,25.2,29.8,36.8,44.1,48.2,0,1,30,10
8/26/2019,FB,24,35,0.85845949,C,0.0015,24,25.2,30.6,38.5,45.5,49.6,0,1,30,10
8/26/2019,FB,24,36,0.485542543,B,0.0016,24,25.5,31.6,39.7,48,51.9,0,1,30,10
8/26/2019,FB,24,37,0.793933175,C,0.0012,24,25.6,32.8,41.4,49.8,53.7,0,1,30,10
8/26/2019,FB,24,38,0.424355464,B,0.0014,24,26,33.3,42.8,51.7,55.8,0,1,30,10
8/26/2019,FB2,24,9,0.232460833,B,,24,19.2,14.3,13.7,13.9,15.4,,1,9,11
8/26/2019,FB2,24,10,0.003655176,A,,24,19.8,15,14,15.2,16.8,,1,9,11
8/26/2019,FB2,24,11,0.343717001,B,,24,20.4,15.8,14.8,16.1,17.8,,1,9,11
8/26/2019,FB2,24,12,0.232517366,B,,24,20.6,16.4,15.7,17,18.8,,1,9,11
8/26/2019,FB2,24,13,0.336042506,A,,24,20.9,17,16.5,18,20,,1,9,11
8/26/2019,FB2,24,14,0.496905055,C,,24,21.3,17.8,17.3,18.8,20.9,,1,9,11
8/26/2019,FB2,24,15,0.6263164,B,,24,21.6,18.3,18.2,19.7,22,,1,9,11
8/26/2019,FB2,24,16,0.071035525,A,,24,21.9,18.9,19,20.8,23.2,,1,9,11
8/26/2019,FB2,24,17,0.977082573,C,,24,22.1,19.4,19.9,21.7,24.4,,1,9,11
8/26/2019,FB2,24,18,0.886503498,B,,24,22.3,20,20.6,22.7,25.5,,1,9,11
8/26/2019,FB2,24,19,0.314403719,B,,24,22.5,20.5,21.3,23.7,26.5,,1,9,11
8/26/2019,FB2,24,20,0.509576028,C,,24,22.6,21.1,22.2,24.8,28,,1,9,11
8/26/2019,FB2,24,21,0.567591036,C,,24,22.8,21.5,23.1,25.9,28.9,,1,9,11
8/26/2019,FB2,24,22,0.838457839,B,,24,22.9,22.2,24,26.9,30.2,,1,9,11
8/26/2019,FB2,24,23,0.443627696,B,0.0009,24,23,22.7,24.9,28,31.6,1,1,9,11
8/26/2019,FB2,24,24,0.768211008,B,0.0019,24,23.2,23.3,25.7,29,32.8,1,1,9,11
8/26/2019,FB2,24,25,0.152481113,A,0.0011,24,23.3,23.8,26.4,30.5,34.2,1,1,9,11
8/26/2019,FB2,24,26,0.88739028,C,0.0011,24,23.5,24.4,27.4,31.8,35.5,1,1,9,11
8/26/2019,FB2,24,27,0.523514456,B,0.0012,24,23.6,25.2,28.6,33.1,36.8,1,1,9,11
8/26/2019,FB2,24,28,0.891242836,B,0.0011,24,23.8,25.9,29.9,34.4,38.3,1,1,9,11
8/26/2019,FB2,24,29,0.935493501,C,0.0013,24,24.1,26.5,30.7,35.5,39.9,0,1,9,11
8/26/2019,FB2,24,30,0.371972262,C,0.0015,24,24.2,27.1,31.5,37.3,41.6,0,1,9,11
8/26/2019,FB2,24,31,0.884896238,C,0.0015,24,24.5,27.8,32.9,38.8,42.5,0,1,9,11
8/26/2019,FB2,24,32,0.147598673,A,,24,24.6,28.4,34.3,40.5,44.8,,1,9,11
8/26/2019,FB2,24,33,0.102297707,A,,24,24.8,29.2,35.7,42.3,46.2,,1,9,11
8/26/2019,FB2,24,34,0.628555388,C,,24,25.2,29.8,36.8,44.1,48.2,,1,9,11
8/26/2019,FB2,24,35,0.102620694,A,,24,25.2,30.6,38.5,45.5,49.6,,1,9,11
8/26/2019,FB2,24,36,0.27544685,A,,24,25.5,31.6,39.7,48,51.9,,1,9,11
8/26/2019,FB2,24,37,0.692943452,B,,24,25.6,32.8,41.4,49.8,53.7,,1,9,11
8/26/2019,FB2,24,38,0.651833368,C,,24,26,33.3,42.8,51.7,55.8,,1,9,11
8/26/2019,OY,24,9,0.993276335,C,,24,19.2,14.3,13.7,13.9,15.4,,1,13,12
8/26/2019,OY,24,10,0.102274323,B,,24,19.8,15,14,15.2,16.8,,1,13,12
8/26/2019,OY,24,11,0.137803904,A,,24,20.4,15.8,14.8,16.1,17.8,,1,13,12
8/26/2019,OY,24,12,0.576845613,C,,24,20.6,16.4,15.7,17,18.8,,1,13,12
8/26/2019,OY,24,13,0.357679532,B,,24,20.9,17,16.5,18,20,,1,13,12
8/26/2019,OY,24,14,0.20671207,A,,24,21.3,17.8,17.3,18.8,20.9,,1,13,12
8/26/2019,OY,24,15,0.067252165,A,,24,21.6,18.3,18.2,19.7,22,,1,13,12
8/26/2019,OY,24,16,0.807684809,C,,24,21.9,18.9,19,20.8,23.2,,1,13,12
8/26/2019,OY,24,17,0.923692866,B,,24,22.1,19.4,19.9,21.7,24.4,,1,13,12
8/26/2019,OY,24,18,0.975813299,C,,24,22.3,20,20.6,22.7,25.5,,1,13,12
8/26/2019,OY,24,19,0.353940021,C,,24,22.5,20.5,21.3,23.7,26.5,,1,13,12
8/26/2019,OY,24,20,0.509258502,B,,24,22.6,21.1,22.2,24.8,28,,1,13,12
8/26/2019,OY,24,21,0.276277358,A,,24,22.8,21.5,23.1,25.9,28.9,,1,13,12
8/26/2019,OY,24,22,0.863499657,C,0.004,24,22.9,22.2,24,26.9,30.2,1,1,13,12
8/26/2019,OY,24,23,0.536535557,C,0.0034,24,23,22.7,24.9,28,31.6,1,1,13,12
8/26/2019,OY,24,24,0.201132855,A,0.0021,24,23.2,23.3,25.7,29,32.8,1,1,13,12
8/26/2019,OY,24,25,0.17104127,B,0.0035,24,23.3,23.8,26.4,30.5,34.2,1,1,13,12
8/26/2019,OY,24,26,0.761150317,B,0.0041,24,23.5,24.4,27.4,31.8,35.5,1,1,13,12
8/26/2019,OY,24,27,0.955610692,C,0.0033,24,23.6,25.2,28.6,33.1,36.8,1,1,13,12
8/26/2019,OY,24,28,0.88452236,A,0.0015,24,23.8,25.9,29.9,34.4,38.3,1,1,13,12
8/26/2019,OY,24,29,0.272324211,A,0.0045,24,24.1,26.5,30.7,35.5,39.9,0,1,13,12
8/26/2019,OY,24,30,0.177081146,A,0.0037,24,24.2,27.1,31.5,37.3,41.6,0,1,13,12
8/26/2019,OY,24,31,0.111134037,A,0.0028,24,24.5,27.8,32.9,38.8,42.5,0,1,13,12
8/26/2019,OY,24,32,0.376024306,B,0.0026,24,24.6,28.4,34.3,40.5,44.8,0,1,13,12
8/26/2019,OY,24,33,0.627193351,B,0.0025,24,24.8,29.2,35.7,42.3,46.2,0,1,13,12
8/26/2019,OY,24,34,0.273547383,B,0.0023,24,25.2,29.8,36.8,44.1,48.2,0,1,13,12
8/26/2019,OY,24,35,0.494781932,B,0.0022,24,25.2,30.6,38.5,45.5,49.6,0,1,13,12
8/26/2019,OY,24,36,0.810157261,C,,24,25.5,31.6,39.7,48,51.9,,1,13,12
8/26/2019,OY,24,37,0.245688878,A,,24,25.6,32.8,41.4,49.8,53.7,,1,13,12
8/26/2019,OY,24,38,0.398666952,A,,24,26,33.3,42.8,51.7,55.8,,1,13,12
8/27/2019,BF,20,9,0.59297365,B,0.0016,20,18.4,14.9,14.3,15,16.7,1,1,30,13
8/27/2019,BF,20,10,0.170792805,A,0.001,20,18.5,15.7,14.9,15.8,17.5,1,1,30,13
8/27/2019,BF,20,11,0.314246758,B,0.0012,20,18.9,16.4,15.7,16.8,18.6,1,1,30,13
8/27/2019,BF,20,12,0.761542647,C,0.0017,20,19.5,17,16.4,17.6,19.5,1,1,30,13
8/27/2019,BF,20,13,0.899458852,C,0.0005,20,19.7,17.5,17.2,18.6,20.6,1,1,30,13
8/27/2019,BF,20,14,0.884255087,C,0.0005,20,20.1,18.1,18,19.7,21.9,1,1,30,13
8/27/2019,BF,20,15,0.158534138,A,0.0013,20,20.3,18.8,18.9,20.7,22.8,1,1,30,13
8/27/2019,BF,20,16,0.370579079,B,0.0006,20,20.6,19.2,19.5,21.6,23.9,1,1,30,13
8/27/2019,BF,20,17,0.977901197,C,0.0012,20,20.8,19.8,20.3,22.5,25.2,1,1,30,13
8/27/2019,BF,20,18,0.206604836,A,0.0005,20,21,20.3,21,23.6,26.2,1,1,30,13
8/27/2019,BF,20,19,0.834944323,C,0.001,20,21.2,20.8,21.9,24.5,27.3,1,1,30,13
8/27/2019,BF,20,20,0.803091519,B,0.0004,20,21.3,21.3,22.8,25.6,28.6,1,1,30,13
8/27/2019,BF,20,21,0.759446082,C,0.0004,20,21.6,21.8,23.5,26.7,29.6,1,1,30,13
8/27/2019,BF,20,22,0.247120875,A,0.0016,20,21.7,22.3,24.4,27.8,30.8,1,1,30,13
8/27/2019,BF,20,23,0.658551369,B,0.0006,20,21.8,23,25.3,28.8,32.4,1,1,30,13
8/27/2019,BF,20,24,0.250035866,A,0.0012,20,22.1,23.5,26.2,30.4,33.8,1,1,30,13
8/27/2019,BF,20,25,0.317172559,A,0.0007,20,22.2,23.9,27.1,31.5,34.9,1,1,30,13
8/27/2019,BF,20,26,0.36504701,B,0.0036,20,22.4,24.5,28.1,32.3,35.9,1,1,30,13
8/27/2019,BF,20,27,0.493444553,B,0.001,20,22.5,25.1,29.3,33.8,37.6,1,1,30,13
8/27/2019,BF,20,28,0.760004815,C,0.0015,20,22.9,25.8,30.1,35.2,39.1,1,1,30,13
8/27/2019,BF,20,29,0.087247061,A,0.0005,20,23.1,26.4,31.2,36.8,40.7,0,1,30,13
8/27/2019,BF,20,30,0.302836886,B,0.003,20,23.3,27.3,32.4,38.4,41.9,0,1,30,13
8/27/2019,BF,20,31,0.233873714,C,0.0032,20,23.6,27.8,33.4,39.9,43.6,0,1,30,13
8/27/2019,BF,20,32,0.426888417,C,0.0012,20,23.9,28.3,34.6,41.2,45.5,0,1,30,13
8/27/2019,BF,20,33,0.999178239,C,0.0006,20,24.2,29.3,36.1,43.2,46.7,0,1,30,13
8/27/2019,BF,20,34,0.457621964,B,0.0012,20,24.5,30.1,37.5,44.3,49,0,1,30,13
8/27/2019,BF,20,35,0.108277392,B,0.0025,20,24.7,31.1,38.5,46.6,50.4,0,1,30,13
8/27/2019,BF,20,36,0.685079256,C,0.0009,20,25,31.9,39.3,48.6,52.1,0,1,30,13
8/27/2019,BF,20,37,0.540345673,C,0.0009,20,25.2,32.5,41.5,50.7,54,0,1,30,13
8/27/2019,BF,20,38,0.700861169,C,0.0009,20,25.6,33.5,43.1,52.3,55.6,0,1,30,13
8/27/2019,HM,20,9,0.158789346,A,0.002,20,18.4,14.9,14.3,15,16.7,1,1,30,14
8/27/2019,HM,20,10,0.654914702,B,0.0013,20,18.5,15.7,14.9,15.8,17.5,1,1,30,14
8/27/2019,HM,20,11,0.22160542,A,0.0007,20,18.9,16.4,15.7,16.8,18.6,1,1,30,14
8/27/2019,HM,20,12,0.24644705,B,0.0021,20,19.5,17,16.4,17.6,19.5,1,1,30,14
8/27/2019,HM,20,13,0.684000721,B,0.0012,20,19.7,17.5,17.2,18.6,20.6,1,1,30,14
8/27/2019,HM,20,14,0.620998458,B,0.0011,20,20.1,18.1,18,19.7,21.9,1,1,30,14
8/27/2019,HM,20,15,0.604667919,C,0.0011,20,20.3,18.8,18.9,20.7,22.8,1,1,30,14
8/27/2019,HM,20,16,0.74403654,C,0.0012,20,20.6,19.2,19.5,21.6,23.9,1,1,30,14
8/27/2019,HM,20,17,0.465936646,A,0.0011,20,20.8,19.8,20.3,22.5,25.2,1,1,30,14
8/27/2019,HM,20,18,0.360391383,C,0.0023,20,21,20.3,21,23.6,26.2,1,1,30,14
8/27/2019,HM,20,19,0.767900045,B,0.001,20,21.2,20.8,21.9,24.5,27.3,1,1,30,14
8/27/2019,HM,20,20,0.598817457,A,0.0034,20,21.3,21.3,22.8,25.6,28.6,1,1,30,14
8/27/2019,HM,20,21,0.179503693,B,0.0009,20,21.6,21.8,23.5,26.7,29.6,1,1,30,14
8/27/2019,HM,20,22,0.404085089,C,0.0011,20,21.7,22.3,24.4,27.8,30.8,1,1,30,14
8/27/2019,HM,20,23,0.911183585,C,0.0016,20,21.8,23,25.3,28.8,32.4,1,1,30,14
8/27/2019,HM,20,24,0.416984862,B,0.0016,20,22.1,23.5,26.2,30.4,33.8,1,1,30,14
8/27/2019,HM,20,25,0.322870777,B,0.0029,20,22.2,23.9,27.1,31.5,34.9,1,1,30,14
8/27/2019,HM,20,26,0.600179128,C,0.0008,20,22.4,24.5,28.1,32.3,35.9,1,1,30,14
8/27/2019,HM,20,27,0.753402274,C,0.0017,20,22.5,25.1,29.3,33.8,37.6,1,1,30,14
8/27/2019,HM,20,28,0.02619533,A,0.0013,20,22.9,25.8,30.1,35.2,39.1,0,1,30,14
8/27/2019,HM,20,29,0.331646344,C,0.0024,20,23.1,26.4,31.2,36.8,40.7,0,1,30,14
8/27/2019,HM,20,30,0.63295581,C,0.0012,20,23.3,27.3,32.4,38.4,41.9,0,1,30,14
8/27/2019,HM,20,31,0.186624624,B,0.0022,20,23.6,27.8,33.4,39.9,43.6,0,1,30,14
8/27/2019,HM,20,32,0.196364493,A,0.0019,20,23.9,28.3,34.6,41.2,45.5,0,1,30,14
8/27/2019,HM,20,33,0.140126973,A,0.0016,20,24.2,29.3,36.1,43.2,46.7,0,1,30,14
8/27/2019,HM,20,34,0.786573491,C,0.0013,20,24.5,30.1,37.5,44.3,49,0,1,30,14
8/27/2019,HM,20,35,0.872949594,C,0.0014,20,24.7,31.1,38.5,46.6,50.4,0,1,30,14
8/27/2019,HM,20,36,0.084501469,A,0.0016,20,25,31.9,39.3,48.6,52.1,0,1,30,14
8/27/2019,HM,20,37,0.475028567,B,0.0014,20,25.2,32.5,41.5,50.7,54,0,1,30,14
8/27/2019,HM,20,38,0.221153015,B,0.0011,20,25.6,33.5,43.1,52.3,55.6,0,1,30,14
8/27/2019,OY,20,9,0.897686352,C,0.0012,20,18.4,14.9,14.3,15,16.7,1,1,30,15
8/27/2019,OY,20,10,0.791055638,C,0.0011,20,18.5,15.7,14.9,15.8,17.5,1,1,30,15
8/27/2019,OY,20,11,0.468858164,C,0.0009,20,18.9,16.4,15.7,16.8,18.6,1,1,30,15
8/27/2019,OY,20,12,0.082425488,A,0.0015,20,19.5,17,16.4,17.6,19.5,1,1,30,15
8/27/2019,OY,20,13,0.516624806,A,0.0012,20,19.7,17.5,17.2,18.6,20.6,1,1,30,15
8/27/2019,OY,20,14,0.069295597,A,0.0007,20,20.1,18.1,18,19.7,21.9,1,1,30,15
8/27/2019,OY,20,15,0.436694533,B,0.0015,20,20.3,18.8,18.9,20.7,22.8,1,1,30,15
8/27/2019,OY,20,16,0.049539425,A,0.001,20,20.6,19.2,19.5,21.6,23.9,1,1,30,15
8/27/2019,OY,20,17,0.861278186,B,0.0009,20,20.8,19.8,20.3,22.5,25.2,1,1,30,15
8/27/2019,OY,20,18,0.299745453,B,0.0019,20,21,20.3,21,23.6,26.2,1,1,30,15
8/27/2019,OY,20,19,0.541685045,A,0.0018,20,21.2,20.8,21.9,24.5,27.3,1,1,30,15
8/27/2019,OY,20,20,0.865610767,C,0.0008,20,21.3,21.3,22.8,25.6,28.6,1,1,30,15
8/27/2019,OY,20,21,0.107905841,A,0.0013,20,21.6,21.8,23.5,26.7,29.6,1,1,30,15
8/27/2019,OY,20,22,0.347469159,B,0.0014,20,21.7,22.3,24.4,27.8,30.8,1,1,30,15
8/27/2019,OY,20,23,0.564293866,A,0.0014,20,21.8,23,25.3,28.8,32.4,1,1,30,15
8/27/2019,OY,20,24,0.847778468,C,0.002,20,22.1,23.5,26.2,30.4,33.8,1,1,30,15
8/27/2019,OY,20,25,0.52466921,C,0.0006,20,22.2,23.9,27.1,31.5,34.9,1,1,30,15
8/27/2019,OY,20,26,0.074111205,A,0.0012,20,22.4,24.5,28.1,32.3,35.9,1,1,30,15
8/27/2019,OY,20,27,0.312187882,A,0.0019,20,22.5,25.1,29.3,33.8,37.6,1,1,30,15
8/27/2019,OY,20,28,0.54457916,B,0.0013,20,22.9,25.8,30.1,35.2,39.1,1,1,30,15
8/27/2019,OY,20,29,0.281406352,B,0.002,20,23.1,26.4,31.2,36.8,40.7,0,1,30,15
8/27/2019,OY,20,30,0.189615481,A,0.0011,20,23.3,27.3,32.4,38.4,41.9,0,1,30,15
8/27/2019,OY,20,31,0.020552314,A,0.0014,20,23.6,27.8,33.4,39.9,43.6,0,1,30,15
8/27/2019,OY,20,32,0.23394648,B,0.002,20,23.9,28.3,34.6,41.2,45.5,0,1,30,15
8/27/2019,OY,20,33,0.546671981,B,0.0009,20,24.2,29.3,36.1,43.2,46.7,0,1,30,15
8/27/2019,OY,20,34,0.380436526,A,0.0013,20,24.5,30.1,37.5,44.3,49,0,1,30,15
8/27/2019,OY,20,35,0.006594102,A,0.001,20,24.7,31.1,38.5,46.6,50.4,0,1,30,15
8/27/2019,OY,20,36,0.308101067,B,0.0017,20,25,31.9,39.3,48.6,52.1,0,1,30,15
8/27/2019,OY,20,37,0.31916526,A,0.0013,20,25.2,32.5,41.5,50.7,54,0,1,30,15
8/27/2019,OY,20,38,0.156614459,A,0.001,20,25.6,33.5,43.1,52.3,55.6,0,1,30,15
8/28/2019,BF,20,9,0.157727304,B,0.0007,20,17.7,15.2,14.9,15.9,17,1,1,30,16
8/28/2019,BF,20,10,0.381864032,A,0.0032,20,18.1,15.7,15.7,16.6,17.8,1,1,30,16
8/28/2019,BF,20,11,0.318075065,A,0.0015,20,18.9,16.3,16.4,17.6,18.8,1,1,30,16
8/28/2019,BF,20,12,0.332273537,A,0.0028,20,19.5,17.1,17.2,18.5,20.1,1,1,30,16
8/28/2019,BF,20,13,0.896449644,C,0.0014,20,20,17.6,18,19.5,21.2,1,1,30,16
8/28/2019,BF,20,14,0.031835762,A,0.0016,20,20.4,18.2,18.8,20.4,22,1,1,30,16
8/28/2019,BF,20,15,0.538653321,B,0.0014,20,20.8,18.7,19.5,21.3,23.3,1,1,30,16
8/28/2019,BF,20,16,0.403915396,A,0.0023,20,21.1,19.3,20.3,22.2,24.6,1,1,30,16
8/28/2019,BF,20,17,0.082760896,A,0.0023,20,21.5,19.9,21.1,23.1,25.5,1,1,30,16
8/28/2019,BF,20,18,0.454842666,B,0.0016,20,21.8,20.4,21.9,24.2,26.9,1,1,30,16
8/28/2019,BF,20,19,0.509704296,A,0.0046,20,22,21,22.8,25.1,28,1,1,30,16
8/28/2019,BF,20,20,0.091277299,A,0.0024,20,22.3,21.4,23.4,26.4,29,1,1,30,16
8/28/2019,BF,20,21,0.408685796,B,0.0019,20,22.5,22,24.2,27.2,30.2,1,1,30,16
8/28/2019,BF,20,22,0.927810072,C,0.0013,20,22.7,22.5,25.1,28.3,31.3,1,1,30,16
8/28/2019,BF,20,23,0.60736435,C,0.0017,20,23,23.2,25.8,29.4,32.6,1,1,30,16
8/28/2019,BF,20,24,0.255461763,B,0.0024,20,23.2,23.9,27,30.7,33.9,1,1,30,16
8/28/2019,BF,20,25,0.190586307,A,0.0011,20,23.3,24.4,27.8,31.5,35.3,1,1,30,16
8/28/2019,BF,20,26,0.530782391,C,0.0011,20,23.6,25,28.8,32.8,36.6,1,1,30,16
8/28/2019,BF,20,27,0.570756689,C,0.002,20,23.8,25.5,29.6,34.6,37.9,1,1,30,16
8/28/2019,BF,20,28,0.972567153,C,0.0008,20,23.9,26.1,30.9,36,39.3,0,1,30,16
8/28/2019,BF,20,29,0.850318617,C,0.0015,20,24.1,26.8,31.6,37,40.9,0,1,30,16
8/28/2019,BF,20,30,0.692892447,B,0.0012,20,24.4,27.5,32.6,38.4,42.5,0,1,30,16
8/28/2019,BF,20,31,0.718984152,A,0.0028,20,24.5,28.1,34,40,44,0,1,30,16
8/28/2019,BF,20,32,0.682362387,A,0.0007,20,248,28.8,34.9,41.9,45.5,0,1,30,16
8/28/2019,BF,20,33,0.578419193,C,0.0016,20,24.9,29.7,36.5,43.4,47.2,0,1,30,16
8/28/2019,BF,20,34,0.045001886,A,0.001,20,25.2,30.5,37.8,45,49.1,0,1,30,16
8/28/2019,BF,20,35,0.152110394,A,0.0012,20,25.4,31.2,38.8,46.8,50.8,0,1,30,16
8/28/2019,BF,20,36,0.598745871,B,0.0011,20,25.7,32.1,40.3,48.7,52.9,0,1,30,16
8/28/2019,BF,20,37,0.962829626,C,0.0009,20,25.8,32,42.1,50.5,55,0,1,30,16
8/28/2019,BF,20,38,0.398029222,B,0.0008,20,26,33.8,43.5,52.4,56.5,0,1,30,16
8/28/2019,HM,20,9,0.211686479,C,0.002,20,17.7,15.2,14.9,15.9,17,1,1,30,17
8/28/2019,HM,20,10,0.613503937,B,0.0015,20,18.1,15.7,15.7,16.6,17.8,1,1,30,17
8/28/2019,HM,20,11,0.642934312,B,0.0016,20,18.9,16.3,16.4,17.6,18.8,1,1,30,17
8/28/2019,HM,20,12,0.774500052,C,0.0021,20,19.5,17.1,17.2,18.5,20.1,1,1,30,17
8/28/2019,HM,20,13,0.746983588,B,0.0012,20,20,17.6,18,19.5,21.2,1,1,30,17
8/28/2019,HM,20,14,0.749310063,C,0.0018,20,20.4,18.2,18.8,20.4,22,1,1,30,17
8/28/2019,HM,20,15,0.28916331,A,0.0021,20,20.8,18.7,19.5,21.3,23.3,1,1,30,17
8/28/2019,HM,20,16,0.72291661,C,0.0023,20,21.1,19.3,20.3,22.2,24.6,1,1,30,17
8/28/2019,HM,20,17,0.981156643,C,0.0016,20,21.5,19.9,21.1,23.1,25.5,1,1,30,17
8/28/2019,HM,20,18,0.89550921,C,0.0016,20,21.8,20.4,21.9,24.2,26.9,1,1,30,17
8/28/2019,HM,20,19,0.568798336,B,0.0019,20,22,21,22.8,25.1,28,1,1,30,17
8/28/2019,HM,20,20,0.290460647,B,0.0011,20,22.3,21.4,23.4,26.4,29,1,1,30,17
8/28/2019,HM,20,21,0.619403213,C,0.0019,20,22.5,22,24.2,27.2,30.2,1,1,30,17
8/28/2019,HM,20,22,0.555946907,B,0.002,20,22.7,22.5,25.1,28.3,31.3,1,1,30,17
8/28/2019,HM,20,23,0.319083006,B,0.0007,20,23,23.2,25.8,29.4,32.6,1,1,30,17
8/28/2019,HM,20,24,0.021867117,A,0.0017,20,23.2,23.9,27,30.7,33.9,1,1,30,17
8/28/2019,HM,20,25,0.679910282,C,0.0016,20,23.3,24.4,27.8,31.5,35.3,1,1,30,17
8/28/2019,HM,20,26,0.12979768,A,0.0009,20,23.6,25,28.8,32.8,36.6,1,1,30,17
8/28/2019,HM,20,27,0.448988026,B,0.0019,20,23.8,25.5,29.6,34.6,37.9,1,1,30,17
8/28/2019,HM,20,28,0.393187827,B,0.0013,20,23.9,26.1,30.9,36,39.3,1,1,30,17
8/28/2019,HM,20,29,0.533771245,A,0.0011,20,24.1,26.8,31.6,37,40.9,0,1,30,17
8/28/2019,HM,20,30,0.988283427,C,0.0016,20,24.4,27.5,32.6,38.4,42.5,0,1,30,17
8/28/2019,HM,20,31,0.771163767,B,0.0016,20,24.5,28.1,34,40,44,0,1,30,17
8/28/2019,HM,20,32,0.808604102,C,0.0012,20,248,28.8,34.9,41.9,45.5,0,1,30,17
8/28/2019,HM,20,33,0.190759778,A,0.0013,20,24.9,29.7,36.5,43.4,47.2,0,1,30,17
